entity	label	definition	synonyms
DOID_0081191	autosomal recessive intellectual developmental disorder 31	An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a 10.5-Mb region on proximal chromosome 4q between SNPs rs11944876 and rs6551838.	
DOID_0081192	autosomal recessive intellectual developmental disorder 29	An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a locus on distal chromosome 4q. The interval spanned 52.2 Mb between SNPs rs1426138 and rs2055392.	
DOID_0081193	autosomal recessive intellectual developmental disorder 27	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the LINS gene (LINS1) on chromosome 15q26.	
DOID_0081194	autosomal recessive intellectual developmental disorder 33	An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to chromosome 17p in an interval spanning 5.1 Mb between SNPs rs1367950 and rs1826925.	
DOID_0081195	autosomal recessive intellectual developmental disorder 30	An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a 22-Mb region on proximal chromosome 6q between SNPs rs4612125 and rs285651.	
DOID_0081196	autosomal recessive intellectual developmental disorder 23	An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a 45.6-Mb interval in the pericentromeric region of chromosome 11 between SNPs rs604518 and rs10899421.	
DOID_0081197	autosomal recessive intellectual developmental disorder 24	An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a 16.4-Mb region on chromosome 6p between SNPs rs651733 and rs1508668.	
DOID_0081198	autosomal recessive intellectual developmental disorder 25	An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a 19.5-Mb region on chromosome 12q between SNPs rs4760658 and rs1882033.	
DOID_0081199	autosomal recessive intellectual developmental disorder 28	An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a 4.4-Mb region on chromosome 6q between SNPs rs6935718 and rs388609.	
DOID_0081200	autosomal recessive intellectual developmental disorder 34	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous or compound heterozygous mutation in the CRADD gene on chromosome 12q22.	
DOID_0081201	autosomal recessive intellectual developmental disorder 35	An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a 12.2-Mb region on chromosome 17q21.31-q22 between SNPs rs4792947 and rs11079258.	
DOID_0081202	autosomal recessive intellectual developmental disorder 37	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the ANK3 gene on chromosome 10q21.	
DOID_0081203	autosomal recessive intellectual developmental disorder 38	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the HERC2 gene on chromosome 15q13.	
DOID_0081204	autosomal recessive intellectual developmental disorder 39	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the TTI2 gene on chromosome 8p12.	
DOID_0081205	autosomal recessive intellectual developmental disorder 40	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the TAF2 gene on chromosome 8q24.	
DOID_0081206	autosomal recessive intellectual developmental disorder 41	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous or compound heterozygous mutation in the KPTN gene on chromosome 19q13.	
DOID_0081207	autosomal recessive intellectual developmental disorder 43	An autosomal recessive intellectual developmental disorder that is characterized by impaired intellectual development, poor language skills, short stature, and dysmorphic features and that has_material_basis_in homozygous mutation in the KIAA1033 gene (WASHC4) on chromosome 12q23. Some patients may have significant motor delays.	
DOID_0081208	autosomal recessive intellectual developmental disorder 44	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the METTL23 gene on chromosome 17q25.	
DOID_0081209	autosomal recessive intellectual developmental disorder 45	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the FBXO31 gene on chromosome 16q24.	
DOID_0081210	autosomal recessive intellectual developmental disorder 46	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the NDST1 gene on chromosome 5q33.	
DOID_0081211	autosomal recessive intellectual developmental disorder 47	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the FMN2 gene on chromosome 1q43.	
DOID_0081212	autosomal recessive intellectual developmental disorder 48	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the SLC6A17 gene on chromosome 1p13.	
DOID_0081213	autosomal recessive intellectual developmental disorder 50	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the EDC3 gene on chromosome 15q24.	
DOID_0081214	autosomal recessive intellectual developmental disorder 51	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the HNMT gene on chromosome 2q22.	
DOID_0081215	autosomal recessive intellectual developmental disorder 52	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the LMAN2L gene on chromosome 2q11.	
DOID_0081216	autosomal recessive intellectual developmental disorder 54	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the TNIK gene on chromosome 3q26.	
DOID_0081217	autosomal recessive intellectual developmental disorder 56	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the ZC3H14 gene on chromosome 14q31.	
DOID_0081218	autosomal recessive intellectual developmental disorder 74	An autosomal recessive intellectual developmental disorder that is characterized by intellectual impairment, macrocephaly, and dysmorphic features and that has_material_basis_in homozygous mutation in the APC2 gene on chromosome 19p13. Epilepsy with eyelid myoclonus has also been reported.	
DOID_0081219	autosomal recessive intellectual developmental disorder 57	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the MBOAT7 gene on chromosome 19q13.	
DOID_0081220	autosomal recessive intellectual developmental disorder 58	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous or compound heterozygous mutation in the ELP2 gene on chromosome 18q12.	
DOID_0081221	autosomal recessive intellectual developmental disorder 59	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the IMPA1 gene on chromosome 8q21.	
DOID_0081222	autosomal recessive intellectual developmental disorder 60	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the TAF13 gene on chromosome 1p13.	
DOID_0081223	glycosylphosphatidylinositol biosynthesis defect 16	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous or compound heterozygous mutation in the PIGC gene on chromosome 1q23.	Intellectual developmental disorder, autosomal recessive 62
DOID_0081224	autosomal recessive intellectual developmental disorder 63	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the CAMK2A gene on chromosome 5q32.	
DOID_0081225	autosomal recessive intellectual developmental disorder 64	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the LINGO1 gene on chromosome 15q24.	
DOID_0081226	autosomal recessive intellectual developmental disorder 65	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous or compound heterozygous mutation in the KDM5B gene on chromosome 1q32.	
DOID_0081227	autosomal recessive intellectual developmental disorder 66	An autosomal recessive intellectual developmental disorder that is characterized by delayed speech development, neuropsychiatric symptoms, and relatively normal life span and that has_material_basis_in homozygous mutation in the C12ORF4 gene on chromosome 12p13.	
DOID_0081228	autosomal recessive intellectual developmental disorder 67	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation or compound heterozygous mutation in the EIF3F gene on chromosome 11p15.	
DOID_0081229	autosomal recessive intellectual developmental disorder 68	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the TRMT1 gene on chromosome 19p13.	
DOID_0081230	autosomal recessive intellectual developmental disorder 69	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the ZBTB11 gene on chromosome 3q12.	neurodevelopmental disorder with progressive movement abnormalities, cognitive decline, and brain abnormalities
DOID_0081231	autosomal recessive intellectual developmental disorder 70	An autosomal recessive intellectual developmental disorder that is characterized primarily by impaired intellectual developmen and that has_material_basis_in homozygous mutation in the RSRC1 gene on chromosome 3q25.	
DOID_0081232	autosomal recessive intellectual developmental disorder 71	An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the ALKBH8 gene on chromosome 11q22.	
DOID_0081233	autosomal recessive intellectual developmental disorder 73	An autosomal recessive intellectual developmental disorder that is characterized by global developmental delay with hypotonia and mildly delayed walking, impaired intellectual development with poor or absent speech, and mildly dysmorphic features and that has_material_basis_in homozygous mutation in the NAA20 gene on chromosome 20p11.	
DOID_0081234	autosomal recessive intellectual developmental disorder 75	An autosomal recessive intellectual developmental disorder that is characterized by global developmental delay apparent from infancy or early childhood and moderate to profoundly impaired intellectual development and that has_material_basis_in homozygous mutation in the PIDD1 gene on chromosome 11p15.	
